"","Spelling","wlen","FreqCount","LogFreq(Zipf)","CD","DomPoS","DomPoSLemma","Spell_check","Hyphen","Double_word_entry"
"6741","stands",6,8741,4.637,0.144,"verb","stand","UKUS",0,NA
"6742","income",6,8700,4.635,0.09,"noun","income","UKUS",0,"in come"
"6743","pocket",6,8690,4.635,0.1,"noun","pocket","UKUS",0,NA
"6744","reform",6,8674,4.634,0.072,"noun","reform","UKUS",0,NA
"6745","detail",6,8641,4.632,0.129,"noun","detail","UKUS",0,NA
"6746","whilst",6,8576,4.629,0.14,"noun","whilst","UKUS",0,NA
"6747","hardly",6,8559,4.628,0.151,"adverb","hardly","UKUS",0,NA
"6748","scores",6,8542,4.627,0.078,"noun","score","UKUS",0,NA
"6749","voting",6,8515,4.626,0.063,"name","voting","UKUS",0,NA
"6750","manage",6,8467,4.624,0.148,"verb","manage","UKUS",0,NA
"6751","guests",6,8465,4.623,0.106,"noun","guest","UKUS",0,NA
"6752","spread",6,8430,4.622,0.134,"verb","spread","UKUS",0,NA
"6753","brings",6,8420,4.621,0.153,"verb","bring","UKUS",0,NA
"6754","chosen",6,8416,4.621,0.127,"verb","choose","UKUS",0,NA
"6755","golden",6,8369,4.618,0.108,"adjective","golden","UKUS",0,NA
"6756","senior",6,8368,4.618,0.115,"adjective","senior","UKUS",0,NA
"6757","pulled",6,8331,4.616,0.14,"verb","pull","UKUS",0,NA
"6758","screen",6,8290,4.614,0.11,"noun","screen","UKUS",0,NA
"6759","online",6,8255,4.613,0.099,"noun","online","UKUS",0,"on line"
"6760","border",6,8224,4.611,0.093,"noun","border","UKUS",0,NA
"6761","decent",6,8218,4.611,0.125,"adjective","decent","UKUS",0,NA
"6762","monday",6,8141,4.606,0.119,"name","monday","UKUS",0,NA
"6763","appear",6,8119,4.605,0.143,"verb","appear","UKUS",0,NA
"6764","option",6,8114,4.605,0.123,"noun","option","UKUS",0,NA
"6765","faster",6,8111,4.605,0.107,"adverb","faster","UKUS",0,NA
"6766","nicely",6,8105,4.605,0.113,"adverb","nicely","UKUS",0,NA
"6767","heaven",6,8052,4.602,0.084,"noun","heaven","UKUS",0,NA
"6768","actual",6,7970,4.597,0.136,"adjective","actual","UKUS",0,NA
"6769","handle",6,7908,4.594,0.126,"verb","handle","UKUS",0,NA
"6770","museum",6,7902,4.594,0.074,"noun","museum","UKUS",0,NA
"6771","appeal",6,7862,4.591,0.112,"noun","appeal","UKUS",0,NA
"6772","tackle",6,7853,4.591,0.093,"verb","tackle","UKUS",0,NA
"6773","arthur",6,7847,4.59,0.046,"name","arthur","X",0,NA
"6774","dreams",6,7812,4.589,0.108,"noun","dream","UKUS",0,NA
"6775","daniel",6,7800,4.588,0.051,"name","daniel","X",0,NA
"6776","global",6,7771,4.586,0.096,"adjective","global","UKUS",0,NA
"6777","flight",6,7745,4.585,0.092,"noun","flight","UKUS",0,NA
"6778","memory",6,7657,4.58,0.113,"noun","memory","UKUS",0,NA
"6779","talent",6,7642,4.579,0.102,"noun","talent","UKUS",0,NA
"6780","highly",6,7596,4.576,0.132,"adverb","highly","UKUS",0,NA
"6781","fourth",6,7591,4.576,0.098,"adjective","fourth","UKUS",0,NA
"6782","cancer",6,7569,4.575,0.062,"noun","cancer","UKUS",0,NA
"6783","guilty",6,7564,4.575,0.099,"adjective","guilty","UKUS",0,NA
"6784","racing",6,7560,4.574,0.076,"noun","racing","UKUS",0,NA
"6785","mobile",6,7535,4.573,0.096,"adjective","mobile","UKUS",0,NA
"6786","served",6,7503,4.571,0.101,"verb","serve","UKUS",0,NA
"6787","slowly",6,7474,4.569,0.121,"adverb","slowly","UKUS",0,NA
"6788","injury",6,7439,4.567,0.076,"noun","injury","UKUS",0,NA
"6789","troops",6,7419,4.566,0.071,"noun","troops","UKUS",0,NA
"6790","fallen",6,7412,4.566,0.124,"verb","fall","UKUS",0,NA
"6791","hidden",6,7410,4.566,0.114,"verb","hide","UKUS",0,NA
"6792","demand",6,7387,4.564,0.114,"noun","demand","UKUS",0,NA
"6793","vision",6,7323,4.56,0.096,"noun","vision","UKUS",0,NA
"6794","remind",6,7288,4.558,0.126,"verb","remind","UKUS",0,NA
"6795","palace",6,7160,4.551,0.07,"name","palace","UKUS",0,NA
"6796","hungry",6,7152,4.55,0.106,"adjective","hungry","UKUS",0,NA
"6797","acting",6,7083,4.546,0.105,"verb","act","UKUS",0,NA
"6798","philip",6,7050,4.544,0.046,"name","philip","X",0,NA
"6799","reduce",6,7028,4.543,0.101,"verb","reduce","UKUS",0,NA
"6800","sudden",6,7025,4.542,0.106,"adjective","sudden","UKUS",0,NA
"6801","toilet",6,6993,4.54,0.081,"noun","toilet","UKUS",0,NA
"6802","comedy",6,6991,4.54,0.066,"noun","comedy","UKUS",0,NA
"6803","honour",6,6989,4.54,0.102,"noun","honour","UK",0,NA
"6804","jeremy",6,6941,4.537,0.051,"name","jeremy","X",0,NA
"6805","claims",6,6931,4.537,0.095,"noun","claim","UKUS",0,NA
"6806","rising",6,6931,4.537,0.108,"verb","rise","UKUS",0,NA
"6807","finger",6,6837,4.531,0.1,"noun","finger","UKUS",0,NA
"6808","stuart",6,6822,4.53,0.041,"name","stuart","X",0,NA
"6809","steady",6,6780,4.527,0.091,"adjective","steady","UKUS",0,NA
"6810","bodies",6,6757,4.526,0.093,"noun","body","UKUS",0,NA
"6811","cities",6,6753,4.525,0.093,"noun","city","UKUS",0,NA
"6812","direct",6,6724,4.523,0.109,"adjective","direct","UKUS",0,NA
"6813","beaten",6,6715,4.523,0.099,"verb","beat","UKUS",0,NA
"6814","darren",6,6704,4.522,0.036,"name","darren","X",0,NA
"6815","murray",6,6702,4.522,0.036,"name","murray","X",0,NA
"6816","shower",6,6660,4.519,0.077,"verb","shower","UKUS",0,NA
"6817","affect",6,6643,4.518,0.114,"verb","affect","UKUS",0,NA
"6818","sorted",6,6617,4.516,0.104,"verb","sort","UKUS",0,NA
"6819","pushed",6,6583,4.514,0.113,"verb","push","UKUS",0,NA
"6820","graham",6,6581,4.514,0.046,"name","graham","UKUS",0,NA
"6821","useful",6,6579,4.514,0.113,"adjective","useful","UKUS",0,NA
"6822","stayed",6,6480,4.507,0.115,"verb","stay","UKUS",0,NA
"6823","spoken",6,6476,4.507,0.113,"verb","speak","UKUS",0,NA
"6824","ticket",6,6464,4.506,0.085,"noun","ticket","UKUS",0,NA
"6825","tricky",6,6455,4.506,0.108,"adjective","tricky","UKUS",0,NA
"6826","flower",6,6389,4.501,0.063,"noun","flower","UKUS",0,NA
"6827","engine",6,6388,4.501,0.067,"noun","engine","UKUS",0,NA
"6828","loving",6,6386,4.501,0.098,"verb","love","UKUS",0,NA
"6829","thrown",6,6371,4.5,0.113,"verb","throw","UKUS",0,NA
"6830","tumble",6,6329,4.497,0.02,"name","tumble","UKUS",0,NA
"6831","fellow",6,6324,4.497,0.105,"adjective","fellow","UKUS",0,NA
"6832","factor",6,6323,4.497,0.096,"noun","factor","UKUS",0,NA
"6833","shadow",6,6278,4.494,0.081,"noun","shadow","UKUS",0,NA
"6834","filled",6,6276,4.493,0.112,"verb","fill","UKUS",0,NA
"6835","saving",6,6258,4.492,0.102,"verb","save","UKUS",0,NA
"6836","scenes",6,6235,4.491,0.104,"noun","scene","UKUS",0,NA
"6837","breath",6,6224,4.49,0.099,"noun","breath","UKUS",0,NA
"6838","degree",6,6216,4.489,0.098,"noun","degree","UKUS",0,NA
"6839","owners",6,6175,4.486,0.082,"noun","owner","UKUS",0,NA
"6840","riding",6,6172,4.486,0.081,"verb","ride","UKUS",0,NA
"6841","babies",6,6166,4.486,0.067,"noun","baby","UKUS",0,NA
"6842","russia",6,6146,4.484,0.056,"name","russia","X",0,NA
"6843","recipe",6,6127,4.483,0.053,"noun","recipe","UKUS",0,NA
"6844","singer",6,6117,4.482,0.068,"noun","singer","UKUS",0,NA
"6845","papers",6,6106,4.482,0.084,"noun","papers","UKUS",0,NA
"6846","dining",6,6089,4.48,0.058,"noun","dining","UKUS",0,NA
"6847","deadly",6,6087,4.48,0.044,"adjective","deadly","UKUS",0,NA
"6848","indian",6,6078,4.48,0.058,"adjective","indian","X",0,NA
"6849","packed",6,6049,4.477,0.107,"verb","pack","UKUS",0,NA
"6850","defeat",6,6048,4.477,0.082,"noun","defeat","UKUS",0,NA
"6851","prefer",6,6046,4.477,0.107,"verb","prefer","UKUS",0,NA
"6852","supply",6,6025,4.476,0.089,"noun","supply","UKUS",0,NA
"6853","object",6,6009,4.475,0.077,"noun","object","UKUS",0,NA
"6854","valley",6,6003,4.474,0.065,"name","valley","UKUS",0,NA
"6855","judith",6,5995,4.474,0.019,"name","judith","X",0,NA
"6856","deputy",6,5968,4.472,0.066,"name","deputy","UKUS",0,NA
"6857","learnt",6,5964,4.471,0.099,"verb","learn","UKUS",0,NA
"6858","rachel",6,5953,4.471,0.031,"name","rachel","X",0,NA
"6859","fought",6,5945,4.47,0.097,"verb","fight","UKUS",0,NA
"6860","taught",6,5941,4.47,0.098,"verb","teach","UKUS",0,NA
"6861","agency",6,5920,4.468,0.072,"noun","agency","UKUS",0,NA
"6862","ronnie",6,5914,4.468,0.023,"name","ronnie","X",0,NA
"6863","arrive",6,5912,4.468,0.103,"verb","arrive","UKUS",0,NA
"6864","crying",6,5911,4.467,0.089,"verb","cry","UKUS",0,NA
"6865","garage",6,5853,4.463,0.052,"noun","garage","UKUS",0,NA
"6866","proved",6,5825,4.461,0.105,"verb","prove","UKUS",0,NA
"6867","locked",6,5818,4.461,0.089,"verb","lock","UKUS",0,NA
"6868","height",6,5815,4.46,0.092,"noun","height","UKUS",0,NA
"6869","button",6,5813,4.46,0.081,"noun","button","UKUS",0,NA
"6870","decade",6,5793,4.459,0.09,"noun","decade","UKUS",0,NA
"6871","lesson",6,5790,4.458,0.094,"noun","lesson","UKUS",0,NA
"6872","tories",6,5770,4.457,0.049,"name","tories","X",0,NA
"6873","length",6,5707,4.452,0.088,"noun","length","UKUS",0,NA
"6874","mainly",6,5696,4.451,0.105,"adverb","mainly","UKUS",0,NA
"6875","garlic",6,5685,4.451,0.029,"adjective","garlic","UKUS",0,NA
"6876","begins",6,5682,4.45,0.101,"verb","begin","UKUS",0,NA
"6877","mirror",6,5672,4.45,0.068,"noun","mirror","UKUS",0,NA
"6878","bother",6,5639,4.447,0.098,"verb","bother","UKUS",0,NA
"6879","secure",6,5610,4.445,0.095,"verb","secure","UKUS",0,NA
"6880","boring",6,5605,4.444,0.086,"adjective","boring","UKUS",0,NA
"6881","theory",6,5599,4.444,0.071,"noun","theory","UKUS",0,NA
"6882","dishes",6,5587,4.443,0.043,"noun","dish","UKUS",0,NA
"6883","regime",6,5570,4.442,0.055,"noun","regime","UKUS",0,NA
"6884","remove",6,5554,4.44,0.088,"verb","remove","UKUS",0,NA
"6885","source",6,5538,4.439,0.088,"noun","source","UKUS",0,NA
"6886","potato",6,5524,4.438,0.044,"noun","potato","UKUS",0,NA
"6887","handed",6,5521,4.438,0.095,"verb","hand","UKUS",0,NA
"6888","forgot",6,5520,4.438,0.094,"verb","forget","UKUS",0,NA
"6889","hiding",6,5495,4.436,0.091,"verb","hide","UKUS",0,NA
"6890","tennis",6,5486,4.435,0.055,"noun","tennis","UKUS",0,NA
"6891","mental",6,5477,4.434,0.076,"adjective","mental","UKUS",0,NA
"6892","empire",6,5474,4.434,0.055,"name","empire","UKUS",0,NA
"6893","struck",6,5468,4.434,0.097,"verb","strike","UKUS",0,NA
"6894","images",6,5403,4.428,0.071,"noun","image","UKUS",0,NA
"6895","hearts",6,5332,4.423,0.074,"noun","heart","UKUS",0,NA
"6896","stairs",6,5307,4.421,0.068,"noun","stair","UKUS",0,NA
"6897","victim",6,5278,4.418,0.072,"noun","victim","UKUS",0,NA
"6898","justin",6,5256,4.416,0.026,"name","justin","X",0,NA
"6899","johnny",6,5243,4.415,0.037,"name","johnny","X",0,NA
"6900","autumn",6,5226,4.414,0.065,"noun","autumn","UKUS",0,NA
"6901","writer",6,5193,4.411,0.069,"noun","writer","UKUS",0,NA
"6902","voters",6,5165,4.409,0.05,"noun","voter","UKUS",0,NA
"6903","stolen",6,5153,4.408,0.058,"verb","steal","UKUS",0,NA
"6904","fields",6,5150,4.408,0.071,"noun","field","UKUS",0,NA
"6905","christ",6,5142,4.407,0.049,"name","christ","X",0,NA
"6906","gareth",6,5127,4.406,0.025,"name","gareth","X",0,NA
"6907","claire",6,5124,4.405,0.025,"name","claire","X",0,NA
"6908","bronze",6,5119,4.405,0.039,"noun","bronze","UKUS",0,NA
"6909","genius",6,5068,4.401,0.072,"noun","genius","UKUS",0,NA
"6910","smells",6,5045,4.399,0.072,"verb","smell","UKUS",0,NA
"6911","edward",6,5045,4.399,0.047,"name","edward","X",0,NA
"6912","shared",6,5022,4.397,0.084,"verb","share","UKUS",0,NA
"6913","extent",6,5012,4.396,0.087,"noun","extent","UKUS",0,NA
"6914","placed",6,5007,4.395,0.089,"verb","place","UKUS",0,NA
"6915","jordan",6,4979,4.393,0.033,"name","jordan","X",0,NA
"6916","settle",6,4950,4.39,0.085,"verb","settle","UKUS",0,NA
"6917","rabbit",6,4939,4.389,0.042,"noun","rabbit","UKUS",0,NA
"6918","orders",6,4930,4.389,0.067,"noun","order","UKUS",0,NA
"6919","drinks",6,4926,4.388,0.072,"noun","drink","UKUS",0,NA
"6920","stones",6,4922,4.388,0.059,"noun","stone","UKUS",0,NA
"6921","carbon",6,4897,4.386,0.04,"noun","carbon","UKUS",0,NA
"6922","guitar",6,4894,4.385,0.037,"noun","guitar","UKUS",0,NA
"6923","editor",6,4892,4.385,0.069,"noun","editor","UKUS",0,NA
"6924","wilson",6,4889,4.385,0.042,"name","wilson","X",0,NA
"6925","louise",6,4886,4.385,0.03,"name","louise","X",0,NA
"6926","larger",6,4877,4.384,0.085,"adjective","larger","UKUS",0,NA
"6927","status",6,4872,4.384,0.074,"noun","status","UKUS",0,NA
"6928","driven",6,4868,4.383,0.085,"verb","drive","UKUS",0,NA
"6929","superb",6,4868,4.383,0.074,"adjective","superb","UKUS",0,NA
"6930","trains",6,4860,4.382,0.055,"noun","train","UKUS",0,NA
"6931","pepper",6,4855,4.382,0.036,"noun","pepper","UKUS",0,NA
"6932","monkey",6,4848,4.381,0.049,"noun","monkey","UKUS",0,NA
"6933","lauren",6,4841,4.381,0.021,"name","lauren","X",0,NA
"6934","jungle",6,4810,4.378,0.038,"noun","jungle","UKUS",0,NA
"6935","stress",6,4793,4.376,0.076,"noun","stress","UKUS",0,NA
"6936","nights",6,4792,4.376,0.078,"noun","night","UKUS",0,NA
"6937","unlike",6,4783,4.376,0.092,"preposition","unlike","UKUS",0,NA
"6938","taylor",6,4773,4.375,0.048,"name","taylor","X",0,NA
"6939","trophy",6,4771,4.374,0.051,"noun","trophy","UKUS",0,NA
"6940","circle",6,4759,4.373,0.068,"noun","circle","UKUS",0,NA
